Designator,Mid X,Mid Y,Rotation,Layer
J1,50.0,6.0,90.0,top
J3,9.5,9.21,-90.0,top
J4,75.500001,3.885,90.0,top
RV1,13.0,7.25,90.0,bottom
U4,15.325,24.5475,180.0,top
